副本ID	副本名称	副本说明	前序副本ID	后序副本ID	所属关卡	体力消耗	每天挑战次数（普通；高手；宗师）	携带英雄1（阵首）	携带英雄2	携带英雄3	携带英雄4	携带英雄5	携带英雄6	携带英雄7	阵法ID	基础威望	基础武将经验	基础银两	经验奖励经验	银两奖励比例	掉落包	副本图标	战斗场景	刷新所需元宝	是否为BOSS	等级压制系数	压制等级	战斗场景音效	特殊掉落ID	特殊掉落概率（1-1000）
12140	奋战中忍	鸣人小樱为了带回佐助，前往了大蛇丸的巢穴。	12139	12141	12	1	10	100340	100856	100856	100856	101355	101355	101355	0	0	398	5520	1	1	-1	1	13	10	0	3	33	denglu1	GD211	250
12141	三大波中忍	鸣人小樱为了带回佐助，前往了大蛇丸的巢穴。	12140	12142	12	1	10	100340	100856	100856	100856	101355	101355	101355	0	0	398	5520	1	1	-1	2	13	10	0	3	33	state	GD211	250
12142	还是中忍	鸣人小樱为了带回佐助，前往了大蛇丸的巢穴。	12141	12143	12	1	10	100340	100856	100856	100856	101355	101355	101355	0	0	398	5520	1	1	-1	3	13	10	0	3	33	denglu1	GD211	250
12143	宇智波佐助	鸣人小樱为了带回佐助，前往了大蛇丸的巢穴。	12142	12144	12	1	8	101804	100857	100857	100857	101356	101356	101356	0	0	411	7780	1	1	12143	dizi_101804	13	10	0	4	34	state	GD212	250
12144	一大波中忍	鸣人小樱为了带回佐助，前往了大蛇丸的巢穴。	12143	12145	12	1	10	100340	101849	101802	101804	101356	101356	101356	0	0	411	5830	1	1	-1	4	13	10	0	3	34	denglu1	GD211	250
12145	宇智波鼬	鸣人小樱为了带回佐助，前往了大蛇丸的巢穴。	12144	12146	12	1	3	101804	100858	101802	100858	101357	101777	101849	0	0	423	12300	1	1	12145	dizi_101777	13	10	1	3.5	35	state	GD213	300
12146	血战中忍	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	12145	12147	13	1	10	100341	100859	100859	100859	101358	101358	101358	0	0	435	6480	1	1	-1	5	13	10	0	3	36	denglu1	GD221	250
12147	众多中忍	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	12146	12148	13	1	10	100341	100859	100859	100859	101358	101358	101358	0	0	435	6480	1	1	-1	6	13	10	0	3	36	state	GD221	250
12148	又是中忍	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	12147	12149	13	1	10	100341	100859	100859	100859	101358	101358	101358	0	0	435	6480	1	1	-1	7	13	10	0	3	36	denglu1	GD221	250
12149	战胜中忍	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	12148	12150	13	1	10	100341	100859	100859	100859	101358	101358	101358	0	0	435	6480	1	1	-1	8	13	10	0	3	36	state	GD221	250
12150	又遇中忍	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	12149	12151	13	1	10	100341	100859	100859	100859	101358	101358	101358	0	0	435	6480	1	1	-1	9	13	10	0	3	36	denglu1	GD221	250
12151	奋战中忍	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	12150	12152	13	1	10	100341	100859	100859	100859	101358	101358	101358	0	0	435	6480	1	1	-1	10	13	10	0	3	36	state	GD221	250
12152	飞段	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	12151	12153	13	1	8	100342	100859	101850	100859	101359	101359	101359	0	0	435	8640	1	1	12152	dizi_100342	13	10	0	3	36	denglu1	GD222	250
12153	还是中忍	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	12152	12154	13	1	10	100343	100861	100861	100861	101366	101366	101366	0	0	435	6480	1	1	-1	11	13	10	0	3	36	state	GD221	250
12154	奋战中忍	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	12153	12155	13	1	10	100343	100861	100861	100861	101366	101366	101366	0	0	435	6480	1	1	-1	12	13	10	0	3	36	denglu1	GD221	250
12155	战胜中忍	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	12154	12156	13	1	10	100343	100861	100861	100861	101366	101366	101366	0	0	435	6480	1	1	-1	13	13	10	0	3	36	state	GD221	250
12156	又是中忍	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	12155	12157	13	1	10	100343	100861	100861	100861	101366	101366	101366	0	0	435	6480	1	1	-1	14	13	10	0	3	36	denglu1	GD221	250
12157	好多中忍	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	12156	12158	13	1	10	100343	100861	100861	100861	101366	101366	101366	0	0	435	6480	1	1	-1	15	13	10	0	3	36	state	GD221	250
12158	角都	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	12157	12159	13	1	8	101851	100861	100861	100861	101360	101360	101360	0	0	447	9080	1	1	12158	dizi_101851	13	10	0	3	37	denglu1	GD222	250
12159	小片中忍	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	12158	12160	13	1	10	100344	100862	100862	100862	101361	101361	101361	0	0	447	6820	1	1	-1	16	13	10	0	3	37	state	GD221	250
12160	大片中忍	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	12159	12161	13	1	10	100344	100862	100862	100862	101361	101361	101361	0	0	447	6820	1	1	-1	17	13	10	0	3	37	denglu1	GD221	250
12161	又是中忍	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	12160	12162	13	1	10	100344	100862	100862	100862	101361	101361	101361	0	0	447	6820	1	1	-1	18	13	10	0	3	37	state	GD221	250
12162	飞段	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	12161	12163	13	1	8	100345	100863	100863	100863	101362	101852	101362	0	0	459	9540	1	1	12162	dizi_101852	13	10	0	3	38	denglu1	GD222	250
12163	一群中忍	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	12162	12164	13	1	10	100346	100864	100864	100864	101363	101363	101363	0	0	459	7160	1	1	-1	19	13	10	0	3	38	state	GD221	250
12164	众多中忍	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	12163	12165	13	1	10	100346	100864	100864	100864	101363	101363	101363	0	0	459	7160	1	1	-1	20	13	10	0	3	38	denglu1	GD221	250
12165	角都	晓组织：不死组合飞段和角都开始抓取二尾 猫鼬	12164	12166	13	1	3	101851	100866	100865	100866	101852	101756	101850	0	0	471	15000	1	1	12165	dizi_101851	13	10	1	3.5	39	state	GD223	300
12166	好多中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	12165	12167	14	1	10	100347	100867	100867	100867	101367	101367	101367	0	0	483	7870	1	1	-1	21	13	10	0	3	40	denglu1	GD221	250
12167	好多中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	12166	12168	14	1	10	100347	100867	100867	100867	101367	101367	101367	0	0	483	7870	1	1	-1	22	13	10	0	4	40	state	GD221	250
12168	再遇中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	12167	12169	14	1	10	100347	100867	100867	100867	101367	101367	101367	0	0	483	7870	1	1	-1	23	13	10	0	3	40	denglu1	GD221	250
12169	战胜中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	12168	12170	14	1	10	100347	100867	100867	100867	101367	101367	101367	0	0	483	7870	1	1	-1	24	13	10	0	3	40	state	GD221	250
12170	众多中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	12169	12171	14	1	10	100347	100867	100867	100867	101367	101367	101367	0	0	483	7870	1	1	-1	25	13	10	0	3	40	denglu1	GD221	250
12171	战胜中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	12170	12172	14	1	10	100347	100867	100867	100867	101367	101367	101367	0	0	483	7870	1	1	-1	26	13	10	0	3	40	state	GD221	250
12172	林次	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	12171	12173	14	1	8	100348	100868	100868	100868	101368	101817	101368	0	0	483	10500	1	1	12172	dizi_100348	13	10	0	3	40	denglu1	GD222	250
12173	小片中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	12172	12174	14	1	10	100349	100868	100868	100868	101368	101368	101368	0	0	483	7870	1	1	-1	27	13	10	0	3	40	state	GD221	250
12174	力战中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	12173	12175	14	1	10	100349	100868	100868	100868	101368	101368	101368	0	0	483	7870	1	1	-1	28	13	10	0	3	40	denglu1	GD221	250
12175	小片中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	12174	12176	14	1	10	100347	100867	100867	100867	101367	101367	101367	0	0	483	7870	1	1	-1	29	13	10	0	3	40	state	GD221	250
12176	又是中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	12175	12177	14	1	10	100347	100867	100867	100867	101367	101367	101367	0	0	483	7870	1	1	-1	30	13	10	0	3	40	denglu1	GD221	250
12177	血战中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	12176	12178	14	1	10	100347	100867	100867	100867	101367	101367	101367	0	0	483	7870	1	1	-1	0	13	10	0	3	40	state	GD221	250
12178	伍图	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	12177	12179	14	1	8	100348	100868	100868	100868	101368	101815	101368	0	0	495	11000	1	1	12178	dizi_101815	13	10	0	3	41	denglu1	GD222	250
12179	两大波中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	12178	12180	14	1	10	100347	100867	100867	100867	101367	101367	101367	0	0	495	8240	1	1	-1	1	13	10	0	3	41	state	GD221	250
12180	再遇中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	12179	12181	14	1	10	100347	100867	100867	100867	101367	101367	101367	0	0	495	8240	1	1	-1	2	13	10	0	3	41	denglu1	GD221	250
12181	小片中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	12180	12182	14	1	10	100350	100869	100869	100869	101369	101369	101369	0	0	495	8240	1	1	-1	3	13	10	0	3	41	state	GD221	250
12182	更多中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	12181	12183	14	1	10	100350	100869	100869	100869	101369	101369	101369	0	0	495	8240	1	1	-1	4	13	10	0	3	41	denglu1	GD221	250
12183	力战中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	12182	12184	14	1	10	100350	100869	100869	100869	101369	101369	101369	0	0	495	8240	1	1	-1	5	13	10	0	3	41	state	GD221	250
12184	三尾	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	12183	12185	14	1	8	101813	100869	100869	100869	101369	101369	101369	0	0	507	11500	1	1	12184	dizi_101813	13	10	0	3	42	denglu1	GD222	250
12185	又遇中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	12184	12186	14	1	10	100351	100870	100870	100870	101370	101370	101370	0	0	507	8620	1	1	-1	6	13	10	0	3	42	state	GD221	250
12186	奋战中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	12185	12187	14	1	10	100351	100870	100870	100870	101370	101370	101370	0	0	507	8620	1	1	-1	7	13	10	0	3	42	denglu1	GD221	250
12187	战胜中忍	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	12186	12188	14	1	10	100351	100870	100870	100870	101370	101370	101370	0	0	507	8620	1	1	-1	8	13	10	0	3	42	state	GD221	250
12188	红莲	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	12187	12189	14	1	8	100351	100870	100870	100870	101370	101812	101370	0	0	507	11500	1	1	12188	dizi_101812	13	10	0	3	42	denglu1	GD222	250
12189	三尾	三尾矶怃人力柱：水影失仓遭迪达拉和阿飞捕捉	12188	12190	14	1	3	101813	101815	101817	101812	101853	101798	101816	0	0	519	18000	1	1	12189	dizi_101813	13	10	1	3.5	43	state	GD223	300
12190	再遇上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	12189	12191	15	1	10	100352	100871	100871	100871	101371	101371	101371	0	0	531	9400	1	1	-1	9	13	10	0	3	44	denglu1	GD221	250
12191	奋战上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	12190	12192	15	1	10	100352	100871	100871	100871	101371	101842	101371	0	0	531	9400	1	1	-1	10	13	10	0	3	44	state	GD221	250
12192	又是上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	12191	12193	15	1	10	100352	100871	100871	100871	101371	101371	101371	0	0	531	9400	1	1	-1	11	13	10	0	3	44	denglu1	GD221	250
12193	又遇上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	12192	12194	15	1	10	100352	100871	100871	100871	101371	101371	101371	0	0	531	9400	1	1	-1	12	13	10	0	3	44	state	GD221	250
12194	战胜上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	12193	12195	15	1	10	100352	100871	100871	100871	101371	101371	101371	0	0	531	9400	1	1	-1	13	13	10	0	3	44	denglu1	GD221	250
12195	又是上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	12194	12196	15	1	10	100352	100871	100871	100871	101371	101371	101371	0	0	531	9400	1	1	-1	14	13	10	0	4	44	state	GD221	250
12196	香磷	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	12195	12197	15	1	8	100352	100871	101841	100871	101371	101371	101371	0	0	531	12540	1	1	12196	dizi_100352	13	10	0	3	44	denglu1	GD222	250
12197	三大波上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	12196	12198	15	1	10	100352	100871	100871	100871	101371	101371	101371	0	0	531	9400	1	1	-1	15	13	10	0	3	44	state	GD221	250
12198	又遇上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	12197	12199	15	1	10	100352	100871	100871	100871	101371	101371	101371	0	0	531	9400	1	1	-1	16	13	10	0	3	44	denglu1	GD221	250
12199	战胜上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	12198	12200	15	1	10	100352	100871	100871	100871	101371	101371	101371	0	0	531	9400	1	1	-1	17	13	10	0	3	44	state	GD221	250
12200	还是上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	12199	12201	15	1	10	100352	100871	100871	100871	101371	101371	101371	0	0	531	9400	1	1	-1	18	13	10	0	3	44	denglu1	GD221	250
12201	三大波上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	12200	12202	15	1	10	100352	100871	100871	100871	101371	101371	101371	0	0	531	9400	1	1	-1	19	13	10	0	3	44	state	GD221	250
12202	鬼灯水月	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	12201	12203	15	1	8	100353	100872	101840	100872	101372	101372	101372	0	0	544	13060	1	1	12202	dizi_100353	13	10	0	3	45	denglu1	GD222	250
12203	还是上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	12202	12204	15	1	10	100353	100872	100872	100872	101372	101372	101372	0	0	544	9800	1	1	-1	20	13	10	0	3	45	state	GD221	250
12204	又是上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	12203	12205	15	1	10	100353	100872	100872	100872	101372	101372	101372	0	0	544	9800	1	1	-1	21	13	10	0	3	45	denglu1	GD221	250
12205	一群上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	12204	12206	15	1	10	100353	100872	100872	100872	101372	101372	101372	0	0	544	9800	1	1	-1	22	13	10	0	3	45	state	GD221	250
12206	更多上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	12205	12207	15	1	10	100353	100872	100872	100872	101372	101372	101372	0	0	544	9800	1	1	-1	23	13	10	0	3	45	denglu1	GD221	250
12207	战胜上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	12206	12208	15	1	10	100353	100872	100872	100872	101372	101372	101372	0	0	544	9800	1	1	-1	24	13	10	0	3	45	state	GD221	250
12208	天秤重吾 	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	12207	12209	15	1	8	100354	100873	101839	100873	101373	101373	101373	0	0	556	13620	1	1	12208	dizi_100354	13	10	0	3	46	denglu1	GD222	250
12209	战胜上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	12208	12210	15	1	10	100354	100873	100873	100873	101373	101373	101373	0	0	556	10210	1	1	-1	25	13	10	0	3	46	state	GD221	250
12210	一群上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	12209	12211	15	1	10	100354	100873	100873	100873	101373	101373	101373	0	0	556	10210	1	1	-1	26	13	10	0	3	46	denglu1	GD221	250
12211	小片上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	12210	12212	15	1	10	100354	100873	100873	100873	101373	101373	101373	0	0	556	10210	1	1	-1	27	13	10	0	3	46	state	GD221	250
12212	两大波上忍	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	12211	12213	15	1	8	100354	100873	100873	100873	101373	101838	101373	0	0	556	13620	1	1	-1	28	13	10	0	3	46	denglu1	GD222	250
12213	宇智波佐助	为了复仇，佐助组建了鹰小队，以杀死宇智波鼬和毁灭木叶为目标。	12212	12214	15	1	3	101838	101840	101837	101839	101842	101374	101841	0	0	568	21300	1	1	12213	dizi_101838	13	10	1	3.5	47	state	GD223	300
12214	三大波上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	12213	12215	16	1	10	100355	100874	100874	100874	101375	101375	101375	0	0	580	11050	1	1	-1	29	13	10	0	3	48	denglu1	GD221	250
12215	两大波上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	12214	12216	16	1	10	100356	100875	100875	100875	101376	101376	101376	0	0	580	11050	1	1	-1	30	13	10	0	4	48	state	GD221	250
12216	一群上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	12215	12217	16	1	10	100357	100876	100876	100876	101377	101377	101377	0	0	580	11050	1	1	-1	0	13	10	0	3	48	denglu1	GD221	250
12217	力战上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	12216	12218	16	1	10	100358	100877	100877	100877	101378	101378	101378	0	0	580	11050	1	1	-1	1	13	10	0	3	48	state	GD221	250
12218	一大波上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	12217	12219	16	1	10	100358	100877	100877	100877	101378	101378	101378	0	0	580	11050	1	1	-1	2	13	10	0	3	48	denglu1	GD221	250
12219	一大波上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	12218	12220	16	1	10	100358	100877	100877	100877	101378	101378	101378	0	0	580	11050	1	1	-1	3	13	10	0	3	48	state	GD221	250
12220	蛤蟆龙	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	12219	12221	16	1	8	101760	100878	100878	100878	101379	101379	101379	0	0	580	14740	1	1	12220	dizi_101760	13	10	0	3	48	denglu1	GD222	250
12221	战胜上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	12220	12222	16	1	10	100359	100879	100879	100879	101380	101380	101380	0	0	580	11050	1	1	-1	4	13	10	0	3	48	state	GD221	250
12222	三大波上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	12221	12223	16	1	10	100360	100880	100880	100880	101381	101381	101381	0	0	580	11050	1	1	-1	5	13	10	0	3	48	denglu1	GD221	250
12223	三大波上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	12222	12224	16	1	10	100360	100880	100880	100880	101381	101381	101381	0	0	580	11050	1	1	-1	6	13	10	0	3	48	state	GD221	250
12224	一大波上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	12223	12225	16	1	10	100360	100880	100880	100880	101381	101381	101381	0	0	580	11050	1	1	-1	7	13	10	0	3	48	denglu1	GD221	250
12225	再遇上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	12224	12226	16	1	10	100360	100880	100880	100880	101381	101381	101381	0	0	580	11050	1	1	-1	8	13	10	0	3	48	state	GD221	250
12226	蛤蟆吉	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	12225	12227	16	1	8	101759	100881	100881	100881	101382	101382	101382	0	0	592	15320	1	1	12226	dizi_101759	13	10	0	3	49	denglu1	GD222	250
12227	大片上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	12226	12228	16	1	10	100361	100882	100882	100882	101383	101383	101383	0	0	592	11490	1	1	-1	9	13	10	0	3	49	state	GD221	250
12228	大片上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	12227	12229	16	1	10	100362	100883	100883	100883	101384	101384	101384	0	0	592	11490	1	1	-1	10	13	10	0	3	49	denglu1	GD221	250
12229	战胜上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	12228	12230	16	1	10	100362	100883	100883	100883	101384	101384	101384	0	0	592	11490	1	1	-1	11	13	10	0	3	49	state	GD221	250
12230	力战上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	12229	12231	16	1	10	100362	100883	100883	100883	101384	101384	101384	0	0	592	11490	1	1	-1	12	13	10	0	3	49	denglu1	GD221	250
12231	大片上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	12230	12232	16	1	10	100362	100883	100883	100883	101384	101384	101384	0	0	592	11490	1	1	-1	13	13	10	0	3	49	state	GD221	250
12232	蛤蟆力	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	12231	12233	16	1	8	100363	100884	101855	100884	101385	101385	101385	0	0	604	15900	1	1	12232	dizi_100363	13	10	0	3	50	denglu1	GD222	250
12233	还是上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	12232	12234	16	1	10	100364	100885	100885	100885	101386	101386	101386	0	0	604	11930	1	1	-1	14	13	10	0	3	50	state	GD221	250
12234	又是上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	12233	12235	16	1	10	100365	100886	100886	100886	101387	101387	101387	0	0	604	11930	1	1	-1	15	13	10	0	3	50	denglu1	GD221	250
12235	三大波上忍	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	12234	12236	16	1	10	100365	100886	100886	100886	101387	101387	101387	0	0	604	11930	1	1	-1	16	13	10	0	3	50	state	GD221	250
12236	蛤蟆广	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	12235	12237	16	1	8	101781	100887	101790	100887	101388	101791	101388	0	0	604	15900	1	1	12236	dizi_101781	13	10	0	3	50	denglu1	GD222	250
12237	蛤蟆文太	晓组织越发强大，已有不少尾兽被抓，自来也决定带鸣人前往妙木山修行，提高自保能力。	12236	12238	16	1	3	100369	100891	100891	100891	101759	101758	101760	0	0	616	24800	1	1	12237	dizi_100369	13	10	1	3.5	51	state	GD223	300
12238	两大波上忍	是乱世之中上天派下来的「创世之神」，亦或是可以让一切回归原点的「破坏之神」，在痛苦的轮回中孕育和平，最终来到了木叶	12237	12239	17	1	10	100370	100892	100892	100892	101392	101392	101392	0	0	628	12830	1	1	-1	17	13	10	0	3	52	denglu1	GD221	250
12239	奋战上忍	是乱世之中上天派下来的「创世之神」，亦或是可以让一切回归原点的「破坏之神」，在痛苦的轮回中孕育和平，最终来到了木叶	12238	12240	17	1	10	100371	100893	100893	100893	101393	101393	101393	0	0	628	12830	1	1	-1	18	13	10	0	4	52	state	GD221	250
12240	又遇上忍	是乱世之中上天派下来的「创世之神」，亦或是可以让一切回归原点的「破坏之神」，在痛苦的轮回中孕育和平，最终来到了木叶	12239	12241	17	1	10	100372	100894	100894	100894	101394	101394	101394	0	0	628	12830	1	1	-1	19	13	10	0	3	52	denglu1	GD221	250
12241	血战上忍	是乱世之中上天派下来的「创世之神」，亦或是可以让一切回归原点的「破坏之神」，在痛苦的轮回中孕育和平，最终来到了木叶	12240	12242	17	1	10	100372	100894	100894	100894	101394	101394	101394	0	0	628	12830	1	1	-1	20	13	10	0	3	52	state	GD221	250
12242	一群上忍	是乱世之中上天派下来的「创世之神」，亦或是可以让一切回归原点的「破坏之神」，在痛苦的轮回中孕育和平，最终来到了木叶	12241	12243	17	1	10	100372	100894	100894	100894	101394	101394	101394	0	0	628	12830	1	1	-1	21	13	10	0	3	52	denglu1	GD221	250
12243	还是上忍	是乱世之中上天派下来的「创世之神」，亦或是可以让一切回归原点的「破坏之神」，在痛苦的轮回中孕育和平，最终来到了木叶	12242	12244	17	1	10	101836	100895	100895	100895	101395	101395	101395	0	0	628	12830	1	1	-1	22	13	10	0	3	52	state	GD221	250
12244	地狱道	是乱世之中上天派下来的「创世之神」，亦或是可以让一切回归原点的「破坏之神」，在痛苦的轮回中孕育和平，最终来到了木叶	12243	12245	17	1	8	101835	100896	100896	100896	101396	101396	101396	0	0	640	17720	1	1	12244	dizi_101835	13	10	0	3	53	denglu1	GD222	250
12245	众多上忍	是乱世之中上天派下来的「创世之神」，亦或是可以让一切回归原点的「破坏之神」，在痛苦的轮回中孕育和平，最终来到了木叶	12244	12246	17	1	10	101834	100897	100897	100897	101397	101397	101397	0	0	640	13300	1	1	-1	23	13	10	0	3	53	state	GD221	250
12246	力战上忍	是乱世之中上天派下来的「创世之神」，亦或是可以让一切回归原点的「破坏之神」，在痛苦的轮回中孕育和平，最终来到了木叶	12245	12247	17	1	10	101833	100898	100898	100898	101398	101398	101398	0	0	640	13300	1	1	-1	24	13	10	0	3	53	denglu1	GD221	250
12247	又遇上忍	是乱世之中上天派下来的「创世之神」，亦或是可以让一切回归原点的「破坏之神」，在痛苦的轮回中孕育和平，最终来到了木叶	12246	12248	17	1	10	101832	100899	100899	100899	101399	101399	101399	0	0	640	13300	1	1	-1	25	13	10	0	3	53	state	GD221	250
12248	一群上忍	是乱世之中上天派下来的「创世之神」，亦或是可以让一切回归原点的「破坏之神」，在痛苦的轮回中孕育和平，最终来到了木叶	12247	12249	17	1	10	101831	100900	100900	100900	101400	101400	101400	0	0	640	13300	1	1	-1	26	13	10	0	3	53	denglu1	GD221	250
12249	饿鬼道	是乱世之中上天派下来的「创世之神」，亦或是可以让一切回归原点的「破坏之神」，在痛苦的轮回中孕育和平，最终来到了木叶	12248	12250	17	1	8	101830	100901	100901	100901	101401	101401	101401	0	0	640	17720	1	1	12249	dizi_101830	13	10	0	3	53	state	GD222	250
12250	又遇上忍	是乱世之中上天派下来的「创世之神」，亦或是可以让一切回归原点的「破坏之神」，在痛苦的轮回中孕育和平，最终来到了木叶	12249	12251	17	1	10	100373	100902	100902	100902	101402	101402	101402	0	0	640	13300	1	1	-1	27	13	10	0	3	53	denglu1	GD221	250
12251	一群上忍	是乱世之中上天派下来的「创世之神」，亦或是可以让一切回归原点的「破坏之神」，在痛苦的轮回中孕育和平，最终来到了木叶	12250	12252	17	1	10	100374	100903	100903	100903	101403	101403	101403	0	0	640	13300	1	1	-1	28	13	10	0	3	53	state	GD221	250
