英雄ID	英雄名称	形象ID	品质	等级	默认武学ID；等级	性别（1：男；2：女）	气血	武力	内力	身法	防御	命中	闪避	暴击	抗暴	会心	武学释放概率	武学破坏力百分比	被攻击时化解概率	化解时减伤伤害	攻击时被化解概率	被化解时损失伤害	初始金刚	初始无序	初始反击	普通攻击效果	普通攻击帧频
101545	鬼灯满月	guidengmanyue	3	184	110002;5	2	6432	2228	3030	2299	599	102	10	93	93	93	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101546	兜	dou	2	98	310002;3	1	1589	1051	788	913	279	59	5	50	50	50	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101547	上忍	guai3	2	185	110002;4	2	6672	2840	2735	1475	592	102	10	93	93	93	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101548	宇智波佐助	zuozhu	2	104	410007;3	1	3366	782	849	622	378	62	6	53	53	53	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101549	次郎坊	cilangfang	2	56	310008;2	2	1047	630	161	750	149	38	3	29	29	29	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101550	鬼童丸	guitongwan	2	59	100001;2	1	1435	632	697	585	187	39	3	30	30	30	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101551	多由也	duoyouye	2	59	310002;2	2	1749	429	168	802	208	39	3	30	30	30	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101552	伊鲁卡	haiyeyiluka	2	7	120006;2	1	218	20	103	99	37	13	1	4	4	4	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101553	水木老师	renzhe	2	7	120010;2	2	263	20	122	116	43	13	1	4	4	4	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101554	三代雷影	huoying	3	217	210004;5	1	13452	40	4754	2046	1206	118	11	109	109	109	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101555	干柿鬼鲛	guijiao	2	77	210007;2	2	1737	0	760	781	216	48	4	39	39	39	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101556	红莲	guai3	2	125	130008;3	1	1988	805	1221	913	301	72	7	63	63	63	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101557	三尾	sanwei	2	125	210007;3	2	3747	695	1219	758	383	72	7	63	63	63	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101558	卡卡西	kakaxi	2	7	100004;2	1	245	120	114	106	41	13	1	4	4	4	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101559	伍图	guai4	2	121	210007;3	2	2114	994	1328	970	320	70	7	61	61	61	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101560	中忍	guai1	1	130	210007;2	1	2441	686	1880	872	235	75	7	66	66	66	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101561	中忍	guai6	1	121	210007;2	2	2055	541	1755	700	308	70	7	61	61	61	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101562	上忍	guai4	1	185	110002;3	1	9050	1595	2001	1419	799	102	10	93	93	93	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101563	上忍	guai3	1	186	110002;3	2	6243	1676	3202	1836	617	103	10	94	94	94	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101564	上忍	guai4	1	184	300003;3	1	6389	1532	2272	3180	617	102	10	93	93	93	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101565	上忍	guai3	1	186	110002;3	2	5980	1310	3857	1407	492	103	10	94	94	94	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101566	上忍	guai4	1	183	110002;3	1	5630	1575	3040	1750	449	101	10	92	92	92	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101567	我爱罗	woailuo1	1	38	200002;1	2	901	259	395	345	161	29	2	20	20	20	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101568	中忍	guai1	1	95	120010;2	1	3288	1120	798	874	366	57	5	48	48	48	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101569	中忍	guai6	1	88	100001;2	2	2016	883	950	682	256	54	5	45	45	45	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101570	中忍	guai1	1	85	210000;2	1	1605	763	1016	648	219	52	5	43	43	43	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101571	中忍	guai6	1	89	310008;2	2	1906	825	687	1022	193	54	5	45	45	45	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101572	中忍	guai1	1	86	200002;2	1	1672	712	1065	884	226	53	5	44	44	44	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101573	中忍	guai6	1	86	100003;2	2	1772	994	811	481	281	53	5	44	44	44	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101574	饿鬼道	eguidao	2	162	200003;4	1	3815	1261	3178	811	545	91	9	82	82	82	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101575	上忍	guai3	1	160	300001;2	2	4876	1256	1056	2075	788	90	9	81	81	81	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101576	上忍	guai4	1	159	300000;2	1	5306	1017	1551	1951	683	89	8	80	80	80	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101577	上忍	guai3	1	157	100002;2	2	3873	1652	1772	1944	529	88	8	79	79	79	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101578	上忍	guai4	1	157	100001;2	1	4016	1972	1469	1283	633	88	8	79	79	79	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101579	地狱道	diyudao	1	160	200001;2	2	3643	1638	2208	1795	546	90	9	81	81	81	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101580	上忍	guai3	1	155	310009;2	1	3941	1927	899	1899	448	87	8	78	78	78	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101581	上忍	guai4	1	145	110008;2	2	3760	1619	1346	1427	453	82	8	73	73	73	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101582	宇智波佐助	zuozhu	1	140	110006;2	1	3397	1567	1381	1466	424	80	8	71	71	71	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101583	上忍	guai3	1	139	110008;2	2	3214	1545	1393	1361	469	79	7	70	70	70	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101584	上忍	guai4	1	136	110006;2	1	3085	1631	1342	1418	411	78	7	69	69	69	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101585	上忍	guai3	1	134	110008;2	2	3340	1625	1269	1344	397	77	7	68	68	68	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101586	上忍	guai4	1	132	110006;2	1	2162	1080	1442	1234	235	76	7	67	67	67	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101587	下忍	guai5	1	38	100001;1	2	805	349	283	269	130	29	2	20	20	20	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101588	中忍	guai1	1	2	110001;1	1	157	74	93	85	27	11	1	2	2	2	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101589	中忍	guai6	1	2	100004;1	2	235	69	29	79	36	11	1	2	2	2	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101590	中忍	guai1	1	2	100001;1	1	214	63	29	73	34	11	1	2	2	2	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101591	中忍	guai6	1	61	100001;1	2	1338	781	440	417	216	40	4	31	31	31	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101592	赤砂之蝎	xie1	3	92	120010;4	1	1960	962	570	691	261	56	5	47	47	47	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101593	大蛇丸	dashewan	2	101	120000;3	2	1769	1114	271	1366	242	60	6	51	51	51	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101594	中忍	guai1	1	112	120010;2	1	1969	1072	664	727	311	66	6	57	57	57	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101595	角都	jiaodu	3	113	330001;4	2	1852	1064	718	1020	231	66	6	57	57	57	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101596	飞段	feiduan	3	116	420003;4	1	1932	1205	723	687	345	68	6	59	59	59	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101597	中忍	guai6	2	130	210007;3	2	2511	926	2080	934	198	75	7	66	66	66	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101598	兰丸	shizhuang4	1	63	200002;1	1	1665	400	649	553	271	41	4	32	32	32	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101599	上忍	guai3	1	152	220002;5	2	3030	935	2177	1099	341	86	8	77	77	77	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101600	上忍	guai4	1	165	130002;6	1	3327	1351	1482	1701	497	92	9	83	83	83	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101601	雨忍中忍	guai5	3	170	320010;5	2	3489	1417	2668	1345	323	95	9	86	86	86	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101602	上忍	guai3	2	171	210007;4	1	4243	1419	3127	1561	370	95	9	86	86	86	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101603	上忍	guai4	2	171	130008;4	2	3703	1346	2011	1653	556	95	9	86	86	86	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101604	雨忍上忍	guai6	2	171	210007;4	1	6400	1143	1935	1359	696	95	9	86	86	86	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101605	上忍	guai3	1	171	210007;3	2	3853	969	2881	1327	546	95	9	86	86	86	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101606	上忍	guai4	1	171	210007;3	1	4174	1113	2881	1491	422	95	9	86	86	86	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101607	上忍	guai3	2	171	210007;4	2	3958	1645	2208	1767	594	95	9	86	86	86	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101608	雨忍上忍	guai3	2	174	220009;4	1	4116	2115	2006	1632	644	97	9	88	88	88	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101609	上忍	guai4	2	174	220009;4	2	3909	1552	3171	1678	473	97	9	88	88	88	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101610	雨忍上忍	guai1	3	179	420003;5	1	4033	2132	1403	1405	693	99	9	90	90	90	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101611	佐助	zuozhu2	3	182	420001;5	2	6134	1600	1963	2967	831	101	101	92	92	92	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101612	奇拉比	qilabi	3	195	310003;5	1	8139	2101	1834	2327	676	107	10	98	98	98	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101613	九尾	jiuwei	1	5	230008;2	2	154	41	34	54	23	1	1	1	5	5	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101614	八尾	bawei	1	198	230007;6	1	5421	1777	3631	1557	419	109	10	100	100	100	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101615	银角	guai1	1	210	200002;3	2	15075	1206	2035	1824	966	115	11	106	106	106	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101616	金角	guai3	3	211	420010;5	1	9847	1641	964	3229	1364	115	11	106	106	106	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101617	上忍	guai3	1	214	330005;6	2	12526	5492	2247	2604	1926	117	11	108	108	108	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101618	上忍	guai4	2	216	310002;4	1	7225	3096	1957	3034	639	118	11	109	109	109	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101619	上忍	guai3	2	217	120006;4	2	6403	2416	2596	2936	692	118	11	109	109	109	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101620	断	guai4	2	206	100004;4	1	6939	3055	2080	2027	1061	113	11	104	104	104	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101621	干柿鬼鲛	guijiao	1	206	110002;3	2	6791	1900	1712	2496	655	113	11	104	104	104	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101622	山椒鱼半藏	guai10	3	206	120010;5	1	6281	2654	2798	2605	619	113	11	104	104	104	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101623	上忍	guai4	3	30	430013;3	2	1032	338	709	343	80	25	2	16	16	16	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101624	上忍	guai3	3	30	420005;3	1	1211	539	474	346	106	25	2	16	16	16	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101625	上忍	guai4	1	174	420002;6	2	11385	2437	5331	2173	579	140	140	140	140	140	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101626	上忍	guai3	1	225	330007;6	1	26664	6528	3717	3397	3372	178	178	178	178	178	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101627	下忍	guai2	1	23	230002;4	2	1237	301	643	427	67	27	27	27	27	27	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101628	中忍	guai1	1	121	330005;5	1	3819	2529	1404	1716	585	100	100	100	100	100	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101629	上忍	guai4	1	218	420012;6	2	10206	5344	1492	4293	948	173	173	173	173	173	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101630	上忍	guai3	1	158	130009;5	1	10143	1807	2823	1615	816	128	128	128	128	128	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101631	蛤蟆吉	tiebihama	1	146	230008;5	2	4192	1275	3415	1618	562	119	119	119	119	119	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101632	蛤蟆龙	tiebihama	1	144	230001;5	1	4027	1452	3213	1665	516	118	118	118	118	118	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101633	下忍	guai5	1	53	230007;4	2	1687	826	1267	714	198	49	49	49	49	49	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101634	上忍	guai4	1	189	430018;6	1	8920	2635	3483	2203	832	151	151	151	151	151	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101635	宇智波斑	yuzhiboban	1	192	220004;6	2	8047	1969	5673	1806	790	154	154	154	154	154	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101636	上忍	guai3	1	169	130002;6	1	5472	2445	2142	1956	787	136	136	136	136	136	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101637	上忍	guai4	1	205	220001;6	2	9427	2397	4711	2982	913	163	163	163	163	163	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101638	上忍	guai3	1	170	220006;6	1	5031	1924	4830	1963	781	137	137	137	137	137	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101639	天道	tiandao	1	167	130009;6	2	7575	1879	2223	1518	891	135	135	135	135	135	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101640	上忍	guai4	1	182	330011;6	1	7557	2593	3831	2931	1242	146	146	146	146	146	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101641	下忍	guai2	1	34	330004;4	2	1485	354	432	487	234	35	35	35	35	35	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101642	上忍	guai3	1	218	130003;6	1	21330	7842	3862	3117	3084	173	173	173	173	173	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101643	下忍	guai5	1	50	420014;4	2	1221	640	444	634	243	47	47	47	47	47	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101644	下忍	guai2	1	17	130002;4	1	499	222	265	265	79	22	22	22	22	22	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101645	中忍	guai6	3	11	300002;3	2	403	168	342	202	48	18	18	18	18	18	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101646	中忍	guai1	1	2	120009;4	1	328	93	78	82	51	11	11	11	11	11	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101647	下忍	guai5	1	2	220002;4	2	217	70	144	64	27	11	11	11	11	11	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101648	四代风影	sidai	1	218	220008;6	1	20396	5168	5697	2988	2274	173	173	173	173	173	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101649	宇智波鼬	yuzhiboyou	3	109	220004;4	2	4027	1623	4155	832	373	91	91	91	91	91	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101650	君麻吕	junmalv	3	62	330001;3	1	2299	1134	897	1503	327	56	56	56	56	56	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101651	音忍托斯	tuosi	3	17	220000;3	2	688	189	258	234	114	22	22	22	22	22	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101652	萨克及琴	shizhuang2	3	20	120007;3	1	664	348	300	268	108	25	25	25	25	25	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101653	蛤蟆广	tiebihama	3	155	210004;4	2	6274	1120	4360	1579	763	126	126	126	126	126	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101654	大蛇丸	dashewan	3	49	120000;3	1	1813	601	633	754	216	46	46	46	46	46	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101655	桃木再不斩	taomuzaibuzhan	3	14	120010;3	2	570	273	231	231	90	20	20	20	20	20	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101656	兜	dou2	3	47	410014;3	1	1477	769	565	531	237	45	45	45	45	45	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101657	宇智波鼬	yuzhiboyou	3	80	120010;3	2	2115	1080	1045	1342	291	70	70	70	70	70	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101658	手鞠	shouju	3	31	220000;3	1	541	370	696	307	27	33	33	33	33	33	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101659	中忍	guai6	3	2	320001;3	2	234	96	171	111	31	11	11	11	11	11	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101660	黑锄雷牙	guai5	3	71	420003;3	1	2659	1417	969	988	615	63	63	63	63	63	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101661	守鹤	yiwei	3	44	420010;3	2	1941	592	198	724	352	43	43	43	43	43	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101662	上忍	guai4	3	155	210004;4	1	5808	1209	3939	1506	703	126	126	126	126	126	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101663	上忍	guai3	3	155	210004;4	2	6370	1054	3861	1500	693	126	126	126	126	126	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101664	白	bai	3	11	220009;3	1	478	223	160	226	55	18	18	18	18	18	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101665	黑锄族长	guai4	2	68	220009;2	2	1944	880	1785	891	240	61	61	61	61	61	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101666	中忍	guai1	2	2	220010;2	1	309	130	231	150	42	11	11	11	11	11	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101667	我爱罗	woailuo1	3	28	430016;3	2	819	397	279	301	148	31	31	31	31	31	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101668	辛子	guai9	2	68	220009;2	1	2037	1200	1125	864	325	61	61	61	61	61	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101669	中忍	guai6	3	83	320010;4	2	3943	1465	2233	1090	274	72	72	72	72	72	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101670	中忍	guai1	2	133	110007;3	1	5137	3109	2844	2061	738	109	109	109	109	109	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101671	上忍	guai4	2	8	210007;2	2	370	151	280	162	46	16	16	16	16	16	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101672	干柿鬼鲛	guijiao	2	80	210007;2	1	2542	951	2092	975	213	70	70	70	70	70	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101673	鬼灯满月	guidengmanyue	3	184	110002;5	2	9648	3342	4545	3448	898	148	148	148	148	148	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101674	兜	dou2	2	98	310002;3	1	2383	1576	1182	1369	418	83	83	83	83	83	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101675	上忍	guai3	2	185	110002;4	2	10008	4260	4102	2212	888	148	148	148	148	148	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101676	宇智波佐助	zuozhu	2	104	410007;3	1	5049	1173	1273	933	567	88	88	88	88	88	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101677	次郎坊	cilangfang	2	56	310008;2	2	1570	945	241	1125	223	52	52	52	52	52	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101678	鬼童丸	guitongwan	2	59	100001;2	1	2152	948	1045	877	280	54	54	54	54	54	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101679	多由也	duoyouye	2	59	310002;2	2	2623	643	252	1203	312	54	54	54	54	54	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101680	中忍	guai6	2	7	120006;2	1	327	165	154	148	55	15	15	15	15	15	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101681	中忍	guai1	2	7	310002;2	2	394	195	183	174	64	15	15	15	15	15	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101682	宇智波斑	yuzhiboban	3	217	210004;5	1	20178	6788	7131	3069	1808	172	172	172	172	172	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101683	干柿鬼鲛	guijiao	2	77	210007;2	2	2605	859	1140	1171	324	67	67	67	67	67	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101684	红莲	guai3	2	125	130008;3	1	2982	1207	1831	1369	451	103	103	103	103	103	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101685	三尾	sanwei	2	125	210007;3	2	5620	1042	1828	1137	574	103	103	103	103	103	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101686	中忍	guai6	2	7	100004;2	1	367	180	171	159	61	15	15	15	15	15	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101687	伍图	guai4	2	121	210007;3	2	3171	1491	1992	1455	480	100	100	100	100	100	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101688	中忍	guai1	1	130	210007;2	1	3661	1029	2820	1308	352	107	107	107	107	107	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101689	中忍	guai6	1	121	210007;2	2	3082	811	2632	1050	462	100	100	100	100	100	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101690	上忍	guai4	1	185	110002;3	1	13575	2392	3001	2128	1198	148	148	148	148	148	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101691	上忍	guai3	1	186	110002;3	2	9364	2514	4803	2754	925	149	149	149	149	149	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101692	上忍	guai4	1	184	300003;3	1	9583	2298	3408	4770	925	148	148	148	148	148	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101693	上忍	guai3	1	186	110002;3	2	8970	1965	5785	2110	738	149	149	149	149	149	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101694	上忍	guai4	1	183	110002;3	1	8445	2362	4560	2625	673	147	147	147	147	147	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101695	守鹤	yiwei	1	38	200002;1	2	1351	388	592	517	241	38	38	38	38	38	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101696	中忍	guai1	1	95	120010;2	1	4932	1680	1197	1311	549	81	81	81	81	81	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101697	中忍	guai6	1	88	100001;2	2	3024	1324	1425	1023	384	76	76	76	76	76	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101698	中忍	guai1	1	85	210000;2	1	2407	1144	1524	972	328	73	73	73	73	73	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101699	中忍	guai6	1	89	310008;2	2	2859	1237	1030	1533	289	76	76	76	76	76	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101700	中忍	guai1	1	86	200002;2	1	2508	1068	1597	1326	339	74	74	74	74	74	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101701	中忍	guai6	1	86	100003;2	2	2658	1491	1216	721	421	74	74	74	74	74	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101702	饿鬼道	eguidao	2	162	200003;4	1	5722	1891	4767	1216	817	131	131	131	131	131	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101703	上忍	guai3	1	160	300001;2	2	7314	1884	1584	3112	1182	130	130	130	130	130	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101704	上忍	guai4	1	159	300000;2	1	7959	1525	2326	2926	1024	129	129	129	129	129	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101705	上忍	guai3	1	157	100002;2	2	5809	2478	2658	2916	793	127	127	127	127	127	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101706	上忍	guai4	1	157	100001;2	1	6024	2958	2203	1924	949	127	127	127	127	127	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101707	地狱道	diyudao	1	160	200001;2	2	5464	2457	3312	2692	819	130	130	130	130	130	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101708	上忍	guai3	1	155	310009;2	1	5911	2890	1348	2848	672	126	126	126	126	126	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101709	上忍	guai4	1	145	110008;2	2	5640	2428	2019	2140	679	118	118	118	118	118	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101710	宇智波佐助	zuozhu	1	140	110006;2	1	5095	2350	2071	2199	636	115	115	115	115	115	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101711	上忍	guai3	1	139	110008;2	2	4821	2317	2089	2041	703	114	114	114	114	114	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101712	上忍	guai4	1	136	110006;2	1	4627	2446	2013	2127	616	112	112	112	112	112	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101713	上忍	guai3	1	134	110008;2	2	5010	2437	1903	2016	595	110	110	110	110	110	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101714	上忍	guai4	1	132	110006;2	1	3243	1620	2163	1851	352	109	109	109	109	109	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101715	下忍	guai2	1	38	100001;1	2	1207	523	424	403	195	38	38	38	38	38	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101716	中忍	guai1	1	2	110001;1	1	235	111	139	127	40	11	11	11	11	11	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101717	中忍	guai6	1	2	100004;1	2	352	103	43	118	54	11	11	11	11	11	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101718	中忍	guai1	1	2	100001;1	1	321	94	43	109	51	11	11	11	11	11	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
